user_id,book_id,borrow_date,return_date
263,43592d98-1854-4bae-afd4-c7895a722667,2024-03-10,2024-03-18
263,7356ecec-9572-4f16-9ac4-5bcc322d1fbd,2024-03-25,2024-04-03
263,a966c176-7f48-477c-a3d4-93e10edb3b35,2024-01-16,2024-01-24
93,cb627a6b-d991-4a5f-9534-ed3f8e5220b4,2024-01-13,2024-01-25
93,bfc50110-8487-4565-81d6-b08f041eaaba,2024-01-18,2024-01-30
93,6ccbf682-80c2-4a1e-b098-627c85b59c73,2024-02-27,2024-03-09
173,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-01-12,2024-01-25
220,8736599c-7bbb-42b5-a5d9-e4298af02b2a,2024-01-20,2024-01-25
220,030cc9b3-aed5-41f4-9662-7f5c32eff51a,2024-01-11,2024-01-25
35,01c2297f-b97b-4c26-8bd3-b0c79ea02909,2024-01-08,2024-01-12
274,c5ab2208-1bb8-4334-8c11-7ff40cb4184b,2024-02-09,2024-02-19
274,28ea91b0-b4ed-472e-a789-7324d3683622,2024-01-29,2024-02-04
237,a937464a-723c-4020-89e1-f0a4fab7dd9f,2024-01-28,2024-02-02
237,cdc4076a-b450-4a25-86ef-5e99bdc23b51,2024-01-27,2024-02-05
237,ca9cef89-c4b2-4d5a-960d-d9626afbc522,2024-03-14,2024-03-21
236,38b3a737-1f81-4872-bfc9-e5d9252c92b9,2024-03-25,2024-03-29
236,c99527af-5473-4bbe-acc0-a86ec8957aa2,2024-03-19,2024-03-27
147,3697aa1c-ab6f-4faf-87cc-8873a031dfc6,2024-03-24,2024-03-30
264,f067ba6b-f616-49d3-952a-74ee22a15af8,2024-02-01,2024-02-13
264,392e156e-cee2-4145-8d3c-507525177520,2024-03-12,2024-03-25
264,36ff6644-1cbc-4ea3-8ad2-42d9c2f1478c,2024-03-04,2024-03-15
159,ca6755f7-0d2c-4e83-b20c-4dff50a0c567,2024-02-28,2024-03-07
159,af99dca7-c18b-4dac-ab8e-5eaaccbf6acd,2024-03-23,2024-03-26
159,c17f51d0-0af6-4d83-9fb5-8bf4e949c178,2024-01-24,2024-01-29
276,c51388bd-08df-4e35-8e5e-43a75863c46c,2024-02-29,2024-03-04
276,30faf30a-7c01-435f-846b-165ac7891bcf,2024-01-12,2024-01-22
120,9d3a050a-41d3-4e45-8fde-a68958bc0a45,2024-02-09,2024-02-22
120,6d4c5876-fba8-41eb-88aa-e7af33d4d92f,2024-03-06,2024-03-16
182,f197c9a8-4125-4f3d-93c7-13d577ecd1b0,2024-02-06,2024-02-17
182,f6e8f683-736b-478a-abbd-8f54c75dc857,2024-01-10,2024-01-23
271,bf4091dd-53dc-47e0-9189-d5cd2971520d,2024-03-24,2024-04-02
271,e25d863c-87e4-4207-b27e-bba600908ac8,2024-01-18,2024-01-22
271,4f0dfe01-97db-49d8-ae7f-3ec70a0f94a9,2024-02-08,2024-02-15
285,ed81514e-f72c-4af4-babf-18a8dfb283f7,2024-01-01,2024-01-13
285,32507943-b08f-436e-85f1-f60bf3adf047,2024-03-04,2024-03-17
65,acba4362-2964-4f11-8fc5-d751f2df96e9,2024-03-06,2024-03-12
65,8812ff9b-f942-4b2c-a55d-e99c2455cdb3,2024-02-17,2024-02-25
65,a7ae68b4-d230-45cf-9421-5c6732630769,2024-01-08,2024-01-11
267,154718ce-0943-4454-8617-486747b868ce,2024-03-13,2024-03-26
267,154718ce-0943-4454-8617-486747b868ce,2024-03-27,2024-04-10
196,c6d37819-8e14-4c12-a87d-0a858102b25b,2024-03-11,2024-03-17
248,2b7dba00-b2ad-47b1-95fa-4c6df0a476d3,2024-03-15,2024-03-18
248,4304257e-fe92-4a3b-8887-74b9e86503c1,2024-03-21,2024-03-31
248,a75e3a88-5c43-4c0c-9001-318a4521c2bb,2024-03-01,2024-03-04
238,6e4ce7f9-28c3-449a-a5cb-fe44b7e7bc01,2024-03-21,2024-04-03
238,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-01-03,2024-01-14
227,3697aa1c-ab6f-4faf-87cc-8873a031dfc6,2024-01-15,2024-01-19
227,44a25bfd-ea6a-45fc-b68e-400f2b70a79d,2024-01-01,2024-01-05
227,174ab8ec-e7f0-4911-8f45-26cc6c671be8,2024-01-23,2024-02-05
82,4358ad92-d848-4871-851c-fb29bbb4bf21,2024-02-21,2024-02-27
82,bda9b3d4-9100-4524-aef8-d42d6cfbb520,2024-02-18,2024-02-21
82,10ed6330-1873-4452-aa09-ea316759710d,2024-03-19,2024-03-29
241,7fe6ea33-ca01-44ae-a5f2-c2cbe56d3ce2,2024-02-27,2024-03-08
143,84411882-d228-4605-bf95-942a317b2f73,2024-02-23,2024-02-26
143,946c0b57-ff21-4fc0-9486-18476b477eea,2024-02-16,2024-02-22
143,5d0c64dc-e3c7-4fb2-ae34-251b37cd7b42,2024-01-09,2024-01-12
287,8736599c-7bbb-42b5-a5d9-e4298af02b2a,2024-02-14,2024-02-18
132,a87b91d8-e82c-4a59-95a7-f708f497865e,2024-02-09,2024-02-12
25,092f29c7-0e06-4f0e-951a-c05e1c5a1241,2024-01-27,2024-02-10
62,54894d10-6178-4125-8e57-8750b3ef0e6e,2024-01-22,2024-01-29
62,5a448007-f837-482e-9cf9-f10335785a8e,2024-01-17,2024-01-30
124,3172d31b-5540-4aae-b34a-d31b07bcfc4e,2024-03-13,2024-03-18
124,ea0fcfbf-0db6-46b7-a7b8-a8a8050c5fec,2024-01-16,2024-01-30
259,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-09,2024-03-19
257,d42a240a-248b-44a7-9ac0-ac67f7b99f09,2024-01-26,2024-02-09
257,12080557-cb89-4f54-80af-d6a3b3c28e35,2024-02-12,2024-02-19
257,12080557-cb89-4f54-80af-d6a3b3c28e35,2024-01-04,2024-01-16
255,1f29bb24-5e97-46d6-810d-4af0192c6d25,2024-02-23,2024-03-01
255,0dd8009d-cf28-4276-9aaf-5144b117274b,2024-01-11,2024-01-14
255,948a79c6-0b39-405e-9452-49a7ef666f56,2024-01-30,2024-02-06
119,cff438cf-5de9-468a-ae39-09b96bca6b46,2024-01-03,2024-01-14
119,cff438cf-5de9-468a-ae39-09b96bca6b46,2024-01-11,2024-01-15
119,a25c66ab-5502-488a-bec3-c3100a24d9bb,2024-01-15,2024-01-20
26,0b3461d3-a92f-460b-a17c-4d0ad27e6e25,2024-02-14,2024-02-24
69,92887678-d9ba-4ff9-b9ee-d14ec5031534,2024-03-23,2024-03-30
210,905790b5-3d21-4436-b45a-7e541bc3347c,2024-01-16,2024-01-23
210,905790b5-3d21-4436-b45a-7e541bc3347c,2024-01-17,2024-01-30
210,5aaae125-869c-442a-91a7-56347bff34eb,2024-01-24,2024-01-30
3,b07e33f0-7992-4dce-8215-0f30fc1cc1d5,2024-02-22,2024-03-06
3,c51388bd-08df-4e35-8e5e-43a75863c46c,2024-03-23,2024-04-04
3,74a0bc4b-6696-4a06-9c23-f1688b4c28d6,2024-02-02,2024-02-14
218,050cc7e0-0147-4225-89f9-3874ebfc7d79,2024-02-14,2024-02-21
171,c218e21d-79d9-4815-96c7-5f9578ac6d9b,2024-03-23,2024-04-01
171,4304257e-fe92-4a3b-8887-74b9e86503c1,2024-03-13,2024-03-23
171,48f707fd-2f9e-4b05-831f-fda28970d715,2024-03-11,2024-03-25
176,dc838586-0d4d-464b-9038-e1dad5835803,2024-02-13,2024-02-20
84,f8b54fc8-dd9c-4755-96b8-c190867724f4,2024-01-21,2024-02-01
84,f56f72b6-050b-440e-b04a-26d5af604081,2024-03-17,2024-03-28
36,0af68e02-1d5a-447c-a086-2594737558f1,2024-03-23,2024-03-29
36,0af68e02-1d5a-447c-a086-2594737558f1,2024-01-29,2024-02-09
36,0af68e02-1d5a-447c-a086-2594737558f1,2024-02-26,2024-03-09
56,a9a510f0-1466-4832-93db-8f89ac9fa003,2024-03-12,2024-03-15
56,154718ce-0943-4454-8617-486747b868ce,2024-01-01,2024-01-12
76,154718ce-0943-4454-8617-486747b868ce,2024-01-16,2024-01-29
76,154718ce-0943-4454-8617-486747b868ce,2024-02-29,2024-03-03
91,0df0c81e-af3b-4354-97ca-8397e7fd0c44,2024-03-23,2024-04-05
126,c44e45fa-09df-41ce-add4-7c0bc0fedae8,2024-02-11,2024-02-18
126,1280e635-74db-442d-8cbf-31a13ad67fb5,2024-01-20,2024-01-26
126,a52e0439-e2f7-49f2-b177-e1094f04e7ef,2024-01-28,2024-01-31
212,c8463901-659a-49d3-a0c6-5dad60935cee,2024-02-22,2024-03-03
212,3f0f2d7a-1e22-4b58-bd2f-b224a443d5f2,2024-02-03,2024-02-17
212,c8463901-659a-49d3-a0c6-5dad60935cee,2024-01-18,2024-01-27
230,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-01-04,2024-01-08
230,5247b835-66de-4fd7-93b0-56610c6fba4b,2024-03-05,2024-03-15
137,1462ee6e-9239-4a91-8617-17456140693e,2024-03-27,2024-04-05
243,f61849ae-31ec-4318-bd8b-abaad7ee4334,2024-01-18,2024-01-26
270,375daace-21d0-4e28-827c-d5cc7baeee2f,2024-03-13,2024-03-26
53,4cdccbb5-4f5e-485b-baea-b43087d435ea,2024-03-28,2024-03-31
53,6fcb7867-81ea-47a8-8a81-508c73d985f9,2024-03-08,2024-03-17
265,d114ffce-aed1-4d7c-863b-a2b096689f17,2024-02-19,2024-02-24
265,e6dd8fc8-a293-42ec-ac7d-295a03c992cf,2024-01-21,2024-02-03
194,c8463901-659a-49d3-a0c6-5dad60935cee,2024-03-02,2024-03-10
194,b85fa317-3159-4ae8-89ad-8c38bd0b5a5d,2024-02-20,2024-03-04
272,0dee4c2f-ef8a-401b-8b0a-0d3a4c8defd0,2024-01-06,2024-01-16
272,4e52e49f-3e9f-4442-b0d9-f66e7679b4cb,2024-02-17,2024-02-29
272,fc537499-317e-48b9-aaaf-91868c6e0858,2024-01-27,2024-02-03
166,bf03ef94-6c0c-44cf-8a80-11c1d142daf5,2024-03-28,2024-04-09
166,634d1f8a-ff8e-4531-9537-3dd84c787d12,2024-03-11,2024-03-24
105,eb7e77c1-36e9-4736-a07a-039f9b224bd9,2024-02-18,2024-02-29
105,eb7e77c1-36e9-4736-a07a-039f9b224bd9,2024-01-07,2024-01-14
105,8b5bf8fc-b1b8-45ca-848e-189a3208dc28,2024-03-20,2024-04-02
214,c12b8eaf-6518-4966-9b71-2572b888d398,2024-01-05,2024-01-10
214,b38ecc05-0d53-4198-9ca8-8aa270342698,2024-01-28,2024-02-05
283,d15a5ba0-0b30-4506-ac8d-51f4d5d8be5b,2024-03-26,2024-04-07
283,83c600ce-0007-49fb-bd54-d43ba78dac74,2024-02-14,2024-02-18
283,c04092d0-e8a6-45d6-9777-66a5183cefd0,2024-02-12,2024-02-17
202,79e7a94d-e92e-4951-8f11-b25100fd6d88,2024-03-27,2024-04-10
202,04d32156-c365-49c5-a0ef-c835eae58ce5,2024-03-31,2024-04-13
44,d97f12b9-23ab-4bc1-afc5-be4c8508cc33,2024-01-20,2024-01-31
44,cee3bd8e-56b4-4b5f-8138-f6ca1f5e316e,2024-02-23,2024-03-03
44,5161d167-4dc1-42c2-b5b0-a6f5619df4b7,2024-02-06,2024-02-15
217,632833b2-f4b2-4e93-a8dc-47910e09b18e,2024-02-04,2024-02-07
217,1f630ba7-a707-4f88-be52-8c959caffd61,2024-03-20,2024-04-02
109,4c2db40a-27d4-4e88-81bb-492182753b10,2024-02-17,2024-02-22
109,84766e6d-4862-442e-a5db-3399c30381f3,2024-01-23,2024-01-31
48,3427b521-8c37-4044-a609-d75b97a2a1ce,2024-02-13,2024-02-23
48,28e05bf8-0690-4ed7-a4db-c96fc40687e4,2024-02-09,2024-02-19
246,1aaabf0b-55fc-48be-be4f-5d01b843a13c,2024-01-18,2024-02-01
215,bf226753-68a6-4a02-902e-7a01554b74d5,2024-01-03,2024-01-11
215,ce20bd31-4efe-44b6-9532-95345a7599b0,2024-03-26,2024-03-29
215,8d0c2588-45e1-44a0-9fdb-ac420dd0cd14,2024-02-10,2024-02-16
92,5b342545-25be-4d1b-8938-c7326c0b2561,2024-01-08,2024-01-15
92,13501344-84c5-47a1-95bd-9fe9eb83c545,2024-03-11,2024-03-16
247,3697aa1c-ab6f-4faf-87cc-8873a031dfc6,2024-03-01,2024-03-09
98,e964958c-7496-45eb-91db-60e94d8266b9,2024-01-02,2024-01-09
98,2e41b6f8-4145-4839-9650-82b8b21b4c42,2024-02-15,2024-02-26
98,a9a510f0-1466-4832-93db-8f89ac9fa003,2024-02-17,2024-02-25
55,c8463901-659a-49d3-a0c6-5dad60935cee,2024-01-27,2024-02-06
258,0f0cde28-f57e-4cdd-b73a-2af2d3c68090,2024-01-02,2024-01-07
37,c8463901-659a-49d3-a0c6-5dad60935cee,2024-01-12,2024-01-21
37,c8463901-659a-49d3-a0c6-5dad60935cee,2024-01-21,2024-02-04
37,c8463901-659a-49d3-a0c6-5dad60935cee,2024-01-30,2024-02-06
249,e60edf51-6d30-42cb-95b7-582efeef0fb9,2024-02-06,2024-02-18
249,8d2c2452-85bb-493a-80ab-59869512f045,2024-02-16,2024-03-01
70,154718ce-0943-4454-8617-486747b868ce,2024-01-24,2024-02-01
266,f56f72b6-050b-440e-b04a-26d5af604081,2024-03-11,2024-03-18
266,12080557-cb89-4f54-80af-d6a3b3c28e35,2024-02-24,2024-02-28
266,f56f72b6-050b-440e-b04a-26d5af604081,2024-03-27,2024-04-09
128,087e1598-11df-4ea2-832f-33179e56c8c2,2024-02-02,2024-02-11
213,141e7cc7-4b12-4477-ae37-d5ac0cb4b500,2024-01-13,2024-01-21
99,fe2a4be8-69ba-4440-8299-02bf6da3d32f,2024-01-16,2024-01-29
99,58a6cd03-268f-473e-bf23-c39936a3d945,2024-03-25,2024-04-07
99,2c45f1af-54f5-41d1-9f8e-bf91c31843a6,2024-02-29,2024-03-06
245,06ad4442-320f-4027-ab96-e37d4ee43067,2024-01-19,2024-01-31
245,c347e859-e676-49d9-8571-51555be63bfa,2024-03-03,2024-03-11
282,1f630ba7-a707-4f88-be52-8c959caffd61,2024-01-15,2024-01-26
282,e9360ad8-4fee-4f73-9f49-32e2d12f57b1,2024-03-01,2024-03-15
282,120a674a-6c7d-4392-ac9c-ce6daaf3f39e,2024-02-22,2024-02-28
111,154718ce-0943-4454-8617-486747b868ce,2024-01-22,2024-01-28
111,154718ce-0943-4454-8617-486747b868ce,2024-03-01,2024-03-08
148,c624c55e-dfeb-4169-8acc-85339a7a4d7c,2024-02-16,2024-02-28
148,766d5473-7b20-4870-a525-b1f8ac918e37,2024-02-10,2024-02-24
234,4c2db40a-27d4-4e88-81bb-492182753b10,2024-01-22,2024-02-01
234,980038ee-60d8-4bc1-83df-6b89d667cf86,2024-01-17,2024-01-27
234,d98a068e-c6a9-4967-b675-9df8ffa93bca,2024-02-05,2024-02-09
141,d90f3bad-12bc-4552-8302-f1f7d9d10d1d,2024-01-28,2024-02-02
141,4cdccbb5-4f5e-485b-baea-b43087d435ea,2024-01-11,2024-01-14
158,e358b00f-76c4-45b6-892a-ff043e97c552,2024-03-12,2024-03-17
158,d13d87f6-b8a3-4cec-a08b-38338df7cdaa,2024-01-29,2024-02-02
256,7946212b-b788-4730-91a1-9850a05fab1f,2024-02-29,2024-03-14
256,b07e33f0-7992-4dce-8215-0f30fc1cc1d5,2024-01-21,2024-02-03
94,81217304-d9a2-49dd-9f3d-4e75cb64edbb,2024-02-07,2024-02-20
94,a996cc36-2ae4-4b91-b89c-b2f3853da629,2024-02-08,2024-02-21
244,db7533f4-62a3-4b33-ace9-626d50454faa,2024-01-02,2024-01-11
244,9b5ab292-4d69-4876-ba97-fe48632436c4,2024-01-02,2024-01-14
244,4a976193-db35-48f4-bdf8-822749a577be,2024-01-09,2024-01-21
43,eb7e77c1-36e9-4736-a07a-039f9b224bd9,2024-02-17,2024-02-24
13,c218e21d-79d9-4815-96c7-5f9578ac6d9b,2024-02-02,2024-02-13
13,9ab0f259-fce5-44b5-a1f2-b84ebefaef52,2024-02-15,2024-02-19
203,afa3bc48-066d-4af9-9390-ff2cecdbbae6,2024-01-13,2024-01-19
129,c1ff75e8-c85f-44ed-b457-106cf29a81a7,2024-02-02,2024-02-12
129,3caa330b-04cd-446e-87c6-3c2f1f0d1a4c,2024-03-06,2024-03-13
251,18c0a3bd-ca6c-4de1-9ac8-2e4708e34f9e,2024-01-23,2024-02-02
251,18c0a3bd-ca6c-4de1-9ac8-2e4708e34f9e,2024-01-16,2024-01-30
251,c6f0faee-8580-499a-b9c7-b07cfac97f16,2024-01-24,2024-02-06
221,c3fbc346-6231-48eb-b7a2-bfa860893860,2024-02-15,2024-02-21
15,afc9cf56-4a5f-4649-98c8-ffa88ee82028,2024-02-02,2024-02-05
177,97c8af15-3bf3-4157-b36d-1c2e7fa759b5,2024-03-03,2024-03-10
177,1139b2c6-3835-4b6c-99f8-cb4b20ddb763,2024-02-03,2024-02-11
223,255c7936-ef98-4e40-b4f8-b3e14a81fa12,2024-01-20,2024-01-25
223,3e5f7edf-aaad-4d85-abfb-be9ee3656301,2024-02-22,2024-02-25
223,5f81deb8-80fc-44c2-b72d-9e39d28462c4,2024-01-11,2024-01-23
254,8736599c-7bbb-42b5-a5d9-e4298af02b2a,2024-01-14,2024-01-24
254,7b7bb74e-288a-4cc7-b43e-2027c07fbca7,2024-01-04,2024-01-07
219,f4be4d3f-9e6b-4b77-bea7-5f3fdd7fa6df,2024-02-22,2024-03-01
219,31d31ab6-e97f-494a-9bd0-1abd7564a884,2024-02-02,2024-02-16
89,2f97f2a3-fd56-4a83-bd58-4e078afa2ec8,2024-03-13,2024-03-17
89,8c2a0175-2176-4020-852c-2ff4ce9607da,2024-02-07,2024-02-19
75,154718ce-0943-4454-8617-486747b868ce,2024-03-18,2024-03-30
75,dd1558f8-e69c-4172-a34f-3c45d0accb13,2024-01-30,2024-02-11
75,154718ce-0943-4454-8617-486747b868ce,2024-02-12,2024-02-19
204,773a5205-b5be-4f4e-91c4-f85720ef29ca,2024-02-10,2024-02-15
204,92887678-d9ba-4ff9-b9ee-d14ec5031534,2024-01-16,2024-01-24
242,5cffb947-14a1-466d-aecf-1dbef811af26,2024-03-07,2024-03-14
242,fc76db3c-78fd-4c97-b0fb-50417605a881,2024-01-07,2024-01-18
52,b112f836-a8f8-4580-9538-c3bed17cbe9b,2024-02-19,2024-02-29
52,eb7e77c1-36e9-4736-a07a-039f9b224bd9,2024-02-16,2024-03-01
52,b38ecc05-0d53-4198-9ca8-8aa270342698,2024-02-17,2024-02-20
286,cca110b6-e074-4d98-a051-6c1d11ed8f03,2024-02-21,2024-03-05
286,7728e70b-d14e-498d-94a5-7b23f6020541,2024-02-03,2024-02-12
123,e358b00f-76c4-45b6-892a-ff043e97c552,2024-02-29,2024-03-09
123,c218e21d-79d9-4815-96c7-5f9578ac6d9b,2024-01-07,2024-01-19
216,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-01-17,2024-01-28
216,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-03-27,2024-04-07
216,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-01-29,2024-02-12
184,f067ba6b-f616-49d3-952a-74ee22a15af8,2024-03-19,2024-03-29
184,73656598-2921-481d-b5d9-9c14fc2978ab,2024-02-20,2024-03-01
279,ba55fc05-e763-47a3-9e10-f97791b38c42,2024-03-23,2024-04-05
279,5a94d06b-7f01-441c-8641-5b3638732572,2024-03-30,2024-04-12
279,d4e1b62d-5fdc-4ce9-8554-100b5fb0a91f,2024-01-13,2024-01-27
181,cb7be297-98af-4957-a666-217696d29b44,2024-02-14,2024-02-21
131,4b12a1a5-0c6e-4040-bca1-df79cd429fc0,2024-01-27,2024-02-06
131,d114ffce-aed1-4d7c-863b-a2b096689f17,2024-01-07,2024-01-14
208,7b3ff3ce-b715-420c-a204-d85fdfbae6df,2024-01-26,2024-02-02
208,5bfd81fc-ffcf-4985-9c88-7909ee6659a4,2024-03-12,2024-03-26
208,b0f7214b-be0c-4e24-824d-7704f471c116,2024-01-22,2024-01-27
40,f87698e9-018e-4f89-9541-5f429dd3eb85,2024-03-15,2024-03-21
40,741424b5-e653-4ba2-99a5-44bacc740d60,2024-01-24,2024-02-05
87,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-02-18,2024-02-27
85,14609f48-7546-40da-893d-ac562204ca52,2024-02-17,2024-02-20
85,bc00c316-ffe5-44ce-a3c2-d0e70221776e,2024-03-01,2024-03-06
144,4409c991-bdb6-4422-bce3-54187b204db6,2024-01-31,2024-02-09
144,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-03-16,2024-03-29
144,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-02-04,2024-02-15
134,ee330402-9a09-4874-8a22-689c23623a17,2024-03-24,2024-04-04
190,c248c6bb-6e44-4390-ac7f-8123055a55e7,2024-02-28,2024-03-10
190,f4357b31-f5bb-4969-b2ea-bea5f269f9e0,2024-01-18,2024-01-22
290,030cc9b3-aed5-41f4-9662-7f5c32eff51a,2024-02-25,2024-03-06
101,91048df7-1f64-4911-923a-9ff194a10208,2024-02-09,2024-02-17
101,a6c9d2f2-d86e-4db6-8b11-5dee05446f1e,2024-02-28,2024-03-02
101,ae7d6e8b-1de4-4857-b83b-c7eaa17bb946,2024-01-17,2024-01-22
86,2f6d915f-3220-4be2-be48-79510d16b7c4,2024-01-16,2024-01-22
86,d3675590-425d-4bc1-a99e-65208a5e2315,2024-03-31,2024-04-04
262,7ff4bd68-6e99-490d-82c5-c641b019d582,2024-01-31,2024-02-10
107,44a25bfd-ea6a-45fc-b68e-400f2b70a79d,2024-03-23,2024-03-29
46,0a41b62f-a903-47ea-8bdb-931344bbd622,2024-02-01,2024-02-10
46,e78f1abf-8e99-40eb-bfeb-635eb712f8a8,2024-01-12,2024-01-23
229,af99dca7-c18b-4dac-ab8e-5eaaccbf6acd,2024-02-05,2024-02-19
229,2b5ade1d-e060-448b-89b0-8874257181bd,2024-02-27,2024-03-08
19,1bbd322d-8748-444f-bf27-d011c0f90121,2024-01-27,2024-02-03
19,4d57cb99-a30c-4043-9c2b-275963e86a68,2024-02-07,2024-02-13
19,4c3a219d-d884-4caf-a2e6-39cc0e77e191,2024-02-04,2024-02-16
164,b0985f3d-d095-47bc-b409-abb535fc588d,2024-03-03,2024-03-11
24,0af68e02-1d5a-447c-a086-2594737558f1,2024-02-23,2024-02-28
29,f87698e9-018e-4f89-9541-5f429dd3eb85,2024-02-28,2024-03-12
29,b234c734-85db-45a5-8b14-70c7c8de4770,2024-03-07,2024-03-14
29,13c0b49f-a11d-4f36-8b5f-a11e7a8e265d,2024-03-11,2024-03-17
252,392f0c0a-ef22-4aa6-8142-7987ae0cb0dc,2024-03-19,2024-03-23
252,cee3bd8e-56b4-4b5f-8138-f6ca1f5e316e,2024-02-01,2024-02-11
252,392f0c0a-ef22-4aa6-8142-7987ae0cb0dc,2024-01-24,2024-02-07
41,13910d68-cb86-4ba8-9bfc-e461952360ca,2024-01-08,2024-01-13
41,695d3784-b061-4bf7-b28a-261a6801c9ae,2024-03-20,2024-03-24
41,74a0bc4b-6696-4a06-9c23-f1688b4c28d6,2024-01-03,2024-01-10
59,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-02-29,2024-03-10
59,6725b4f4-4a5a-47df-810b-00c9ce265244,2024-01-29,2024-02-01
59,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-03-11,2024-03-18
59,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-03-23,2024-03-30
59,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-01-26,2024-02-06
