book_id,book_title,isbn_code,language,author,publisher,cover_type,usage,price,published_year,description,book_type,content_type,genre,rating,cover_image,themes,stock,created_at
026ca6a4-424a-424a-b99d-ef4b4c5a0a2b,Hitler's Last Gamble Battle of The Bulge,NULL,Indonesia,Cain & Wagner & Verma,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,History,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
02a513d5-58d2-47b6-90b4-eb1cf610ca88,Everyone Brave is Forgiven,NULL,Inggris,Chris Cleave,Sceptre,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,History,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
02f640f9-5f74-4334-a344-b7c19019d1cc,The Giraffe and the Pelly and Me,NULL,Inggris,Roald Dahl,Puffin,NULL,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Children's Books,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
02f66c19-2587-429f-8548-40112a9d67be,TEMPO Pokoknya Dua Putaran,NULL,Indonesia,Anonim,TEMPO,Paperback,On-Site Only,0,NULL,NULL,NULL,Nonfiction,Magazine & Zine,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
030cc9b3-aed5-41f4-9662-7f5c32eff51a,Girls in the Dark,NULL,Indonesia,Akiyoshi Rikako,Penerbit Haru,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Japanese literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
03b3e78f-25be-46f8-a0f8-332864b65410,Those Who Leave and Those Who Stay,NULL,Inggris,Elena Ferrante,Europa Edition,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,On Womanhood,0,NULL,{Feminism},0,2025-05-27 10:06:40.275537+00
03de1924-fed9-413d-be40-fa7f080d319e,Pendekar Tanpa Bayangan Vol.18,NULL,Indonesia,Asmaraman S.Kho Ping Hoo,Gema,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Crime & Mystery,0,NULL,"{""Spanish Literature""}",0,2025-05-27 10:06:40.275537+00
03de8bd4-9454-431a-9387-c86cc02e0a9c,"The Art Of The Good Life, Filosofi Hidup Klasik untuk Abad Ke-21",NULL,Indonesia,Rolf Dobelli,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,"{""Personal Development""}",0,2025-05-27 10:06:40.275537+00
040e0190-75e6-4974-8bf3-7d2462ceb93b,Kepikiran Dangdut dan Hal-Hal Pop Lainnya,NULL,Indonesia,Mahfud Ikhwan,Warning Books,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Politics & Sociology,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0448e4df-29eb-4c56-91d1-cbf39c837891,Bahagia Menjadi Aku,NULL,Indonesia,Haniefah Noor Esa,Literazon,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
048ba5ee-988d-45f7-8210-ea53a0efceb2,The Secrets of The Immortal Nicholas Flamel: The Necromancer,NULL,Indonesia,Michael Scott,Matahati,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Fantasy & Sci-Fi,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
049755fa-d0dd-49bf-b379-8b28994be77f,Natural Beauty,NULL,Inggris,Ling Ling Huang,Penguin,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Chinese Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
04b4a0b8-630c-4eb2-90d0-eeeec5692be5,Lagom: Not Too Little Not Too Much,NULL,Indonesia,Lola A. Akerstrom,Renebook,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,"{""Swedish Philosophy""}",0,2025-05-27 10:06:40.275537+00
04d32156-c365-49c5-a0ef-c835eae58ce5,"Big Sister, Little Sister, Red Sister",NULL,Inggris,Jung Chang,Knopf,Hardcover,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Chinese Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0508d55f-0c77-4a66-877d-062b07e7a630,The Order of Time,NULL,Inggris,Carlo Rovelli,Penguin,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Science,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
050cc7e0-0147-4225-89f9-3874ebfc7d79,The Marvels of the Heart,NULL,Inggris,Al-Ghazali,Fons Vitae,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Religions,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
052dc720-11f9-4b4b-82ef-7d7b0d31825f,Islam and Capitalism,NULL,Inggris,Maxime Rodinson,Saqi Books,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Politics & Sociology,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0534f926-148b-47c6-aae2-4a350a2a6712,Catching Fire: How Cooking Made Us Human,NULL,Inggris,Richard W. Wrangham,Profile Books,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Contemporary Lit.,0,NULL,{War},0,2025-05-27 10:06:40.275537+00
05646cba-50c5-4fb0-a71a-77c38633d757,A Critical History of Poverty Finance - Colonial Roots and Neoliberal Failures,NULL,Inggris,Nick Bernards,Pluto Press,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Critiques on Capitalism,0,NULL,{Theory},0,2025-05-27 10:06:40.275537+00
056ac83c-f643-4a01-ad4a-1a4897676274,Cloudspotting for Beginners,NULL,Inggris,Gavin Pretor-Pinney & William Grill,Particular Books,Paperback,On-Site Only,0,NULL,NULL,NULL,Nonfiction,Natural Science,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
057ea044-ba0f-407a-b731-51b466929c08,When We Cease to Understand the World,NULL,Indonesia,Eric Weiner,Mizan,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Philosophy,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
05af4c81-29aa-4344-8457-8545c7428953,Negeri Lima Menara,NULL,Indonesia,A. Fuadi,GPU,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
05bb81fb-7ca9-4231-949d-5fbf720cdc07,To Heal is To Accept,NULL,Indonesia,Adi K.,Elex Media Komputindo,Hardcover,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
05caa11d-f9a4-471d-b3ec-14a548e5414b,How Rich Countries Got Rich... and Why Poor Countries Stay Poor,NULL,Inggris,Erik S. Reinert,Public Affairs,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Politics & Sociology,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
05cb9ecd-d8e9-4e9a-892f-59a722523538,Conversations with Lee Kuan Yew,NULL,Inggris,Tom Plate,Marshall Cavendish Intl,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Memoirs & Biography,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
062dccae-1287-439c-8b27-c392074c34bc,Brief Answers to the Big Questions,NULL,Inggris,Stephen Hawking,Jhon Murray,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Science,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
063bc1c4-21d5-4721-aabb-6ff66234300e,The Travelling Cat Chronicles,NULL,Inggris,Hiro Arikawa,Doubleday,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Japanese Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
065f754f-edf8-4cce-87d9-4aae0e608edc,My Year of Rest and Relaxation,NULL,Inggris,Ottessa Moshfegh,Vintage,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Contemporary Lit.,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
068a927f-5277-460b-a07c-6fe10e2e5aa2,"Antologi Cerpen Indonesia Jilid 2: Masa Orde Baru dan Sesudahnya, 1965-2000",NULL,Indonesia,"John H. McGlynn, Zen Hae, Andy Fuller",Yayasan Lontar Nusantara,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,{Romance},0,2025-05-27 10:06:40.275537+00
06ad4442-320f-4027-ab96-e37d4ee43067,"Ask Again, Yes",NULL,Inggris,Mary Beth Keane,Penguin,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Family,0,NULL,{Contemporary},0,2025-05-27 10:06:40.275537+00
06ddb3ae-7b48-4ae0-9d84-9c858108fe7d,William Shakespeare on The Art of Love - The Illustrated Edition,NULL,Inggris,Michael Best,Duncan Baird,Hardcover,On-Site Only,0,NULL,NULL,NULL,Fiction,Fantasy & Sci-Fi,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
07012e59-aafd-4b34-86f3-972bd118371e,Ommelanden,NULL,Indonesia,Bondan Kanumoyoso,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,History,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
071f628f-9d2f-406a-9346-4c886ddddb1b,Welcome to the Hyunam-Dong Bookshop,NULL,Inggris,Hwang Bo-Reum,Bloomsbury,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Korean Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
076a49f9-a1c0-4a73-b116-8e23ee0174cd,A World Without Islam,NULL,Inggris,Graham E. Fuller,Back Bay Books,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Religions,0,NULL,{History},0,2025-05-27 10:06:40.275537+00
0789dced-a72f-4b58-be00-be84df21338e,The Devotion of Suspect X,NULL,Indonesia,Keigo Higashino,GPU,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Japanese Literature,0,NULL,"{""Japanese Literature""}",0,2025-05-27 10:06:40.275537+00
0793a8b8-ea52-4fa1-b36b-18bf1142334e,Do,NULL,Indonesia,Handoko Hendroyono,POP,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,"{""Problem Solution""}",0,2025-05-27 10:06:40.275537+00
07bdfe21-7a9e-426e-8422-586d1b628d36,Belenggu,NULL,Indonesia,Armijn Pane,Dian Rakyat,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Pujangga Baru""}",0,2025-05-27 10:06:40.275537+00
07c5f219-412c-4796-8e8f-44dd6435e2ac,Kartun Kimia,NULL,Indonesia,"Larry Gonick, Craig Criddle",KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,History,0,NULL,{Civilization},0,2025-05-27 10:06:40.275537+00
07d7e31a-bc03-424b-94d5-6f69cb3cb912,A Unique Pedagogical Approach in The Qur'an,NULL,Inggris,Imam Muhammad Said Ramadan al-Buti,Nawa Books,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Religions,0,NULL,{Islam},0,2025-05-27 10:06:40.275537+00
0834d013-7d19-422f-95ff-809248b05316,Manjali,NULL,Indonesia,Ayu Utami,KPG (Kepustakaan Populer Gramedia),Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,{Drama},0,2025-05-27 10:06:40.275537+00
0849f119-a7b7-4f9c-82bc-6ac5f96dee88,Travel Tales A Bobobox Travel Magazine,NULL,Indonesia,Bobobox,Bobobox,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Magazine & Zine,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
08631c4b-007b-4081-9240-45f83f0bab2a,Bagaimana Cara Mengurangi Berat Badan,NULL,Indonesia,Amalia Yunus,Banana,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,{Mystery},0,2025-05-27 10:06:40.275537+00
0866c65f-249b-4ccd-9ebf-1231f89d4aed,Manifesto Wacana Kiri,NULL,Indonesia,"Nur Sayyid Santoso Kristeva, M.A",Pustaka Pelajar,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
087e1598-11df-4ea2-832f-33179e56c8c2,Eve - How The Female Body Drove 200 Million Years of Human Evolution,NULL,Inggris,Cat Bohannon,Penguin,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Natural Science,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0899300d-3a8c-48e8-850d-74b3f02672cc,Trik Juara Mengatur Waktu,NULL,Indonesia,Zivanna Letisha,Gagasmedia,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
090117fa-416f-4927-ac65-e472117fac9b,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",NULL,Inggris,Chris Guillebeau,Crown Currency,Hardcover,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Magical Realism""}",0,2025-05-27 10:06:40.275537+00
092580b8-04e2-49cd-90c1-f8ae467d4d78,Sentient - How Animals Illuminate The Wonder of Our Human Senses,NULL,Inggris,Jackie Higgins,Atria,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Science,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
092d7236-8c6b-460f-b744-3189303b8f23,Metropolis Universalis: Belajar Membangun Kota yang Maju dari Sejarah Perkembangan Kota di Dunia,NULL,Indonesia,Eko Laksono,Elex Media,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Politics & Sociology,0,NULL,{Cultural},0,2025-05-27 10:06:40.275537+00
092da647-b285-4b9c-b7ba-c657e9bc2b46,Stasiun,NULL,Indonesia,Putu Wijaya,Basabasi,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Young Adult""}",0,2025-05-27 10:06:40.275537+00
092f29c7-0e06-4f0e-951a-c05e1c5a1241,This is Not A Book,NULL,Inggris,Keri Smith,Perigee,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0965f57d-93e5-4adf-bc2c-3e16386fcf8c,Mellow Yellow Drama,NULL,Indonesia,Audrey Yu Jia Hui,Bentang,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Memoirs & Biography,0,NULL,{Culture},0,2025-05-27 10:06:40.275537+00
09bbd94a-e445-4a3c-92ce-44f51cd232c9,TEMPO Aguan Bicara,NULL,Indonesia,Anonim,TEMPO,Paperback,On-Site Only,0,NULL,NULL,NULL,Nonfiction,Magazine & Zine,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
09c1580e-6bf2-4a70-8abc-0aeda53fa826,Buruh dan Intelektual,NULL,Indonesia,Michele Ford,Insist Press,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Politics & Sociology,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
09c9a0ba-bfb8-4eb5-97e0-b3d53f1660bb,Emergent Tokyo: Designing the Spontaneous City,NULL,Inggris,"Jorge Almazán, Joe McReynolds",ORO,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Arts & Architecture,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
09fa81b7-41cd-483c-a79f-5fb840e252e5,Cinta di Dalam Gelas,NULL,Indonesia,Andrea Hirata,Bentang Pustaka,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0a41b62f-a903-47ea-8bdb-931344bbd622,The Odyssey,NULL,Inggris,Homer,Harper Press,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Classics,0,NULL,"{""Greek Mythology""}",0,2025-05-27 10:06:40.275537+00
0a68e129-b529-45a6-9b07-18edd096b01f,The BFG,NULL,Inggris,Roald Dahl,Puffin,NULL,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Children's Books,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0a7187dc-798b-424d-82d0-c75a021a7774,Circe,NULL,Inggris,Madeline Miller,Bloomsburry Publishing,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Fantasy & Sci-Fi,0,NULL,{Fantasy},0,2025-05-27 10:06:40.275537+00
0a7a55f8-aa3a-4f39-be38-ff1daf7fb6a1,"Perang Demi Uang - Kebusukan Media, Politikus dan Pebisnis Perang",NULL,Indonesia,"Amy Goodman, David Goodman",Profetik,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Critiques on Capitalism,0,NULL,{Politics},0,2025-05-27 10:06:40.275537+00
0a824b75-3f96-4144-9f24-9810aed7c07e,Pendekar Tanpa Bayangan Vol.13,NULL,Indonesia,Asmaraman S.Kho Ping Hoo,Gema,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,{Classics},0,2025-05-27 10:06:40.275537+00
0a99098e-7b2d-420e-a22d-df1cc5005b56,Kemarau di Sedanau,NULL,Indonesia,Asroruddin Zoechni,Bhuana Sastra,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0aa797f6-a44e-479b-8e8a-4b7e3eecdd1f,My Crazy Feminist Girlfriend,NULL,Indonesia,Min Ji-hyoung,Penerbit Haru,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Feminism,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0abc28bc-a904-45ac-b46e-40e14f9ac294,Temporary,NULL,Inggris,Hilary Leichter,Faber,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Contemporary Lit.,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0af68e02-1d5a-447c-a086-2594737558f1,Lukisan Dorian Gray,NULL,Indonesia,Oscar Wlide,Penerbit Tahi,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Western Classic Lit.,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0b0edb75-a6f7-42d1-9e33-5020802fb3bd,Bound Feet & Western Dress,NULL,Inggris,Pang-Mei Natasha Chang,Anchor Books,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Memoirs & Biography,0,NULL,{History},0,2025-05-27 10:06:40.275537+00
0b17f8f1-4b0e-46e4-aa44-e55763407ada,Pure Colour,NULL,Inggris,Sheila Heti,Vintage,NULL,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Contemporary Lit.,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0b3461d3-a92f-460b-a17c-4d0ad27e6e25,Intermezzo,NULL,Inggris,Sally Rooney,faber,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Contemporary Lit.,0,NULL,"{""MAX 1 MINGGU PEMINJAMAN""}",0,2025-05-27 10:06:40.275537+00
0b8bfa91-f231-4f3c-8305-1b515477922e,Surat Surat Rahasia,NULL,Indonesia,Tan Malaka,Sega Arsy,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Memoirs & Biography,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0bb57d2b-b54b-499f-9c9d-a359e5002350,Salah Pilih,NULL,Indonesia,Nur St. Iskandar,Balai Pustaka,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Balai Pustaka & Bacaan Liar""}",0,2025-05-27 10:06:40.275537+00
0bbc9dfc-b80b-4505-aee9-3aaf77c78511,Pecundang,NULL,Indonesia,Maxim Gorky,Narasi,NULL,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Russian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0bfcf3fc-240e-4de8-b437-3342648adb87,Sebelas Babak,NULL,Indonesia,Daras,Sunset Road,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Crime & Mystery,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0c215594-d81c-43a3-a8c3-16a4594fe12b,Beyond Contemporary Art,NULL,Inggris,Etan Jonathan Ilfeld,Vivays Publishing,Paperback,On-Site Only,0,NULL,NULL,NULL,Nonfiction,Arts & Architecture,0,NULL,{Arts},0,2025-05-27 10:06:40.275537+00
0c244c62-ae84-4288-91a1-816b88650f8f,Museum Teman Baik,NULL,Indonesia,"Ruhaeni Intan, et.al",Post Press,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0c30fe15-954f-482b-90eb-ee1dd5653a67,Do It With Passion,NULL,Indonesia,"Ken Robinson, Lou Aronica",Kaifa,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,{Business},0,2025-05-27 10:06:40.275537+00
0cc9dfb9-2e36-4910-a5f8-4dd27b2913a2,The Anvil of Civilization,NULL,Inggris,Leonard Cottrell,Mentor,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,History,0,NULL,"{""Middle East History""}",0,2025-05-27 10:06:40.275537+00
0cd1b2f7-d907-482b-b5c3-7754edaf570c,The Thames & Hudson Introduction To Art,NULL,Inggris,Debra J. Dewitte,Thames & Hudson,Hardcover,On-Site Only,0,NULL,NULL,NULL,fiction,Western Classics,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0ce1de3e-16ec-46df-9c11-a99567313055,On Children,NULL,Indonesia,Wu Xiaole,Penerbit Haru,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Chinese Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
0d6032f7-804b-4799-bcb3-718d756c6a85,Notes On a Nervous Planet,NULL,Inggris,Matt Haig,Canongate,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,"{""Mental Health""}",0,2025-05-27 10:06:40.275537+00
0d8924b2-3097-4b33-a40d-2fcf5056441c,Beasts of a Little Land,NULL,Inggris,Juhea Kim,One World,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Korean Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
